order_id,customer_id,order_date,total_amount,payment_method,order_status
909339,12462,2024-11-07,6135,Debit Card,Returned
909340,13394,2023-07-19,17465,Net Banking,Cancelled
909341,10402,2025-04-15,20252,COD,Delivered
909342,12107,2025-04-06,12261,Net Banking,Delivered
909343,14149,2024-10-30,18967,COD,Delivered
909344,11088,2023-01-31,17116,UPI,Delivered
909345,11143,2024-07-31,21819,COD,Delivered
909346,14382,2024-08-23,5245,COD,Delivered
909347,12066,2024-04-30,22389,Net Banking,Delivered
909348,13909,2023-09-16,2159,Credit Card,Delivered
909349,14256,2023-09-10,4219,Credit Card,Delivered
909350,13960,2024-05-08,11166,COD,Delivered
909351,10142,2023-08-22,6690,Net Banking,Delivered
909352,10397,2023-04-17,848,Credit Card,Delivered
909353,12628,2024-08-03,21744,Credit Card,Delivered
909354,14630,2025-02-28,20258,Net Banking,Cancelled
909355,11556,2023-12-02,466,COD,Delivered
909356,12509,2024-12-13,20196,UPI,Delivered
909357,14382,2023-02-22,12252,Net Banking,Delivered
909358,11029,2025-01-22,19084,Net Banking,Delivered
909359,12177,2025-04-23,3470,Net Banking,Delivered
909360,10671,2024-11-17,10139,COD,Delivered
909361,14595,2023-02-11,19873,COD,Cancelled
909362,11856,2023-09-17,2921,Net Banking,Delivered
909363,13430,2024-01-04,21842,Credit Card,Cancelled
909364,12079,2023-07-29,3701,UPI,Delivered
909365,12007,2024-04-10,6766,Debit Card,Delivered
909366,11689,2023-02-11,15593,Net Banking,Delivered
909367,14432,2023-12-19,6472,Net Banking,Delivered
909368,10570,2024-11-12,13326,COD,Delivered
909369,14695,2025-06-12,842,COD,Delivered
909370,11147,2023-09-16,9831,Debit Card,Delivered
909371,13775,2023-12-03,24826,COD,Delivered
909372,10865,2024-12-16,12076,COD,Delivered
909373,14901,2024-01-30,9059,Credit Card,Delivered
909374,14410,2025-04-28,20222,UPI,Delivered
909375,10028,2024-11-05,23696,Credit Card,Delivered
909376,11030,2023-04-15,11237,Net Banking,Delivered
909377,11997,2024-11-20,18624,Credit Card,Delivered
909378,11342,2024-12-03,24801,Debit Card,Delivered
909379,11249,2023-05-04,23026,Credit Card,Delivered
909380,12137,2024-12-10,2060,COD,Delivered
909381,12088,2023-04-09,10721,Debit Card,Delivered
909382,10681,2023-01-06,14765,Debit Card,Returned
909383,10375,2025-03-10,6073,Net Banking,Delivered
909384,13370,2023-09-24,20629,Net Banking,Delivered
909385,13046,2023-02-12,14766,COD,Cancelled
909386,12338,2025-03-17,19385,UPI,Cancelled
909387,10806,2024-10-14,17712,Debit Card,Delivered
909388,13040,2023-09-26,6610,COD,Delivered
909389,10279,2024-07-04,4780,Net Banking,Delivered
909390,11406,2024-11-04,20387,Net Banking,Delivered
909391,10788,2023-07-14,14166,UPI,Delivered
909392,11333,2023-11-20,7559,Debit Card,Delivered
909393,14373,2024-09-07,17425,Debit Card,Cancelled
909394,13148,2025-01-26,18918,COD,Delivered
909395,12346,2023-03-06,18297,UPI,Delivered
909396,13450,2023-07-20,3836,Credit Card,Delivered
909397,10433,2025-05-30,16442,COD,Delivered
909398,11010,2023-08-30,17241,Debit Card,Delivered
909399,13850,2023-01-07,14130,COD,Delivered
909400,10317,2023-08-07,14293,COD,Delivered
909401,14217,2023-01-03,7730,COD,Delivered
909402,11366,2025-05-03,22746,COD,Delivered
909403,14400,2024-04-08,9859,Debit Card,Delivered
909404,10936,2023-11-01,17541,UPI,Delivered
909405,13519,2023-11-10,2110,UPI,Delivered
909406,13788,2024-04-22,19040,Net Banking,Delivered
909407,12769,2025-03-06,14469,Net Banking,Delivered
909408,10496,2025-06-01,14651,Credit Card,Delivered
909409,13593,2024-02-15,20749,UPI,Delivered
909410,12233,2024-05-12,12649,COD,Delivered
909411,14019,2024-06-17,20190,Net Banking,Returned
909412,12936,2024-08-28,21071,COD,Delivered
909413,14809,2023-12-23,24014,Credit Card,Delivered
909414,14446,2023-03-12,23619,UPI,Delivered
909415,12368,2025-05-31,16924,Debit Card,Delivered
909416,12585,2025-01-03,13936,Credit Card,Delivered
909417,10906,2023-01-13,16034,Debit Card,Delivered
909418,13228,2024-02-10,21704,UPI,Cancelled
909419,11828,2024-05-31,8212,Debit Card,Delivered
909420,13723,2023-01-22,17836,UPI,Delivered
909421,12581,2025-06-13,14260,COD,Delivered
909422,14598,2023-11-05,20623,Credit Card,Cancelled
909423,11516,2023-10-22,2874,COD,Delivered
909424,14623,2024-07-02,19984,UPI,Delivered
909425,14807,2023-01-31,21521,UPI,Delivered
909426,13004,2023-03-03,7247,COD,Returned
909427,10112,2023-08-09,7201,COD,Delivered
909428,11673,2023-12-25,17760,COD,Delivered
909429,12303,2024-08-15,634,Credit Card,Delivered
909430,11651,2024-01-18,13486,Credit Card,Cancelled
909431,14396,2025-01-14,14164,UPI,Returned
909432,12475,2024-06-01,23120,Net Banking,Delivered
909433,13996,2024-09-08,13030,COD,Delivered
909434,11891,2023-12-03,2030,Debit Card,Cancelled
909435,10307,2023-06-11,5555,Debit Card,Delivered
909436,10121,2025-05-04,4153,Debit Card,Delivered
909437,13102,2024-07-17,18408,COD,Delivered
909438,11278,2023-06-07,1102,Net Banking,Delivered
909439,11428,2023-01-13,1211,Net Banking,Delivered
909440,13103,2023-07-05,15415,Credit Card,Delivered
909441,11186,2025-01-03,19751,Net Banking,Delivered
909442,11456,2025-01-22,7321,Debit Card,Delivered
909443,11180,2023-11-05,8827,Debit Card,Delivered
909444,11347,2023-05-28,24871,COD,Delivered
909445,10629,2023-02-24,14447,Credit Card,Delivered
909446,11215,2024-07-24,13006,UPI,Delivered
909447,11962,2024-12-10,12372,Credit Card,Delivered
909448,12996,2024-09-01,4632,UPI,Cancelled
909449,14613,2024-10-29,14440,Credit Card,Delivered
909450,14941,2025-01-31,18699,Net Banking,Delivered
909451,11548,2024-11-22,3959,Credit Card,Cancelled
909452,14916,2024-05-24,13093,COD,Delivered
909453,12859,2024-08-08,13568,UPI,Delivered
909454,10762,2024-07-26,698,Net Banking,Delivered
909455,12367,2023-02-14,11150,Net Banking,Delivered
909456,14207,2024-10-08,11886,Credit Card,Delivered
909457,11842,2024-12-22,15590,Net Banking,Delivered
909458,14903,2023-03-27,20781,Debit Card,Delivered
909459,11497,2025-02-20,16293,Debit Card,Delivered
909460,13920,2023-10-19,24753,Debit Card,Delivered
909461,13089,2023-09-21,315,Credit Card,Delivered
909462,11244,2023-09-25,4674,UPI,Delivered
909463,14583,2023-08-13,22154,Credit Card,Delivered
909464,14907,2023-08-04,6813,COD,Cancelled
909465,12044,2025-05-23,18260,Net Banking,Delivered
909466,13377,2023-08-19,13550,Debit Card,Delivered
909467,10517,2024-12-02,5474,Credit Card,Delivered
909468,10835,2024-10-15,14767,Credit Card,Returned
909469,10624,2023-06-26,22169,Net Banking,Delivered
909470,11048,2024-07-16,9871,Credit Card,Delivered
909471,11565,2024-12-02,22599,Debit Card,Delivered
909472,13983,2024-05-31,11805,Net Banking,Delivered
909473,10497,2024-12-23,1607,UPI,Delivered
909474,12430,2024-12-07,10150,Debit Card,Delivered
909475,12264,2024-05-27,4832,COD,Delivered
909476,10543,2023-04-14,7406,COD,Delivered
909477,10916,2025-05-22,6213,Net Banking,Delivered
909478,11802,2023-04-11,5074,Debit Card,Delivered
909479,13083,2024-10-01,13112,Debit Card,Returned
909480,10082,2025-05-14,6514,Debit Card,Delivered
909481,11180,2023-11-01,353,COD,Delivered
909482,10166,2025-01-30,22179,Net Banking,Delivered
909483,12256,2023-12-17,3942,COD,Delivered
909484,12072,2025-03-13,16763,Credit Card,Delivered
909485,10807,2024-03-26,22648,UPI,Delivered
909486,12739,2023-09-26,22293,COD,Delivered
909487,10332,2024-01-07,15349,Net Banking,Delivered
909488,13591,2023-02-07,23887,COD,Delivered
909489,11535,2025-04-25,24107,Credit Card,Delivered
909490,10181,2025-01-31,16969,Credit Card,Delivered
909491,11317,2025-01-02,10068,Credit Card,Delivered
909492,11107,2023-03-04,24647,Credit Card,Cancelled
909493,11590,2025-02-03,8266,UPI,Delivered
909494,12487,2024-05-19,16911,Debit Card,Delivered
909495,12591,2023-09-22,18660,Credit Card,Delivered
909496,12241,2024-11-06,18902,UPI,Delivered
909497,10488,2024-06-18,10012,COD,Returned
909498,10612,2023-03-20,20000,Credit Card,Delivered
909499,13421,2024-09-21,2284,COD,Delivered
909500,13195,2023-07-04,20148,COD,Delivered
909501,11398,2024-05-09,10242,Net Banking,Delivered
909502,11457,2024-07-24,4023,UPI,Returned
909503,12194,2024-01-05,2645,UPI,Delivered
909504,13075,2025-03-25,6900,Credit Card,Delivered
909505,11338,2025-02-02,1760,Credit Card,Delivered
909506,14423,2024-08-23,7813,Credit Card,Delivered
909507,12201,2025-01-10,21257,UPI,Delivered
909508,14498,2025-05-04,1508,COD,Delivered
909509,12868,2023-11-27,4095,COD,Delivered
909510,14584,2024-03-15,2808,Credit Card,Delivered
909511,13883,2023-08-26,1967,COD,Delivered
909512,12115,2023-10-19,15262,Credit Card,Delivered
909513,12137,2024-03-01,9988,Debit Card,Delivered
909514,10079,2023-10-22,13880,COD,Delivered
909515,10378,2025-04-12,24423,UPI,Delivered
909516,10165,2024-05-14,13208,Net Banking,Delivered
909517,14845,2024-07-09,23223,UPI,Delivered
909518,11721,2025-04-24,23687,UPI,Delivered
909519,12985,2024-08-14,10412,Net Banking,Delivered
909520,10155,2024-11-16,12974,Credit Card,Delivered
909521,11147,2024-10-14,6977,COD,Delivered
909522,11064,2023-02-06,20096,UPI,Delivered
909523,12217,2024-06-09,24390,COD,Delivered
909524,12840,2024-09-25,10432,Net Banking,Delivered
909525,11464,2024-02-01,4609,Net Banking,Delivered
909526,13471,2025-01-19,23224,COD,Delivered
909527,11517,2024-01-31,665,COD,Delivered
909528,13051,2024-07-20,6211,Net Banking,Delivered
909529,14424,2023-01-22,2521,Credit Card,Delivered
909530,11527,2023-12-06,16956,COD,Delivered
909531,13611,2024-05-09,14384,Debit Card,Delivered
909532,12393,2024-02-07,3921,Debit Card,Delivered
909533,10789,2023-07-22,3942,COD,Delivered
909534,12549,2023-12-12,21269,UPI,Delivered
909535,14658,2023-01-15,15841,Net Banking,Delivered
909536,14609,2023-01-30,17285,Credit Card,Delivered
909537,10516,2023-01-29,9103,Debit Card,Delivered
909538,13063,2025-02-02,24162,Debit Card,Delivered
909539,14763,2023-06-09,626,UPI,Delivered
909540,11568,2024-09-20,20945,COD,Delivered
909541,11449,2024-10-31,3227,UPI,Delivered
909542,10967,2024-09-11,13827,Credit Card,Delivered
909543,10364,2024-09-18,18792,COD,Delivered
909544,10108,2023-09-29,2264,Debit Card,Cancelled
909545,13095,2024-02-24,4759,Debit Card,Delivered
909546,10623,2025-04-29,21985,Net Banking,Delivered
909547,14417,2024-05-03,18438,Credit Card,Delivered
909548,10510,2023-06-25,2381,Debit Card,Delivered
909549,11065,2023-08-19,12992,UPI,Delivered
909550,13866,2025-03-06,6581,Debit Card,Delivered
909551,10304,2023-11-14,24549,UPI,Delivered
909552,10969,2025-01-31,2375,UPI,Delivered
909553,11439,2024-04-11,4328,COD,Delivered
909554,13522,2024-03-15,4501,COD,Delivered
909555,13872,2023-02-25,16455,Debit Card,Returned
909556,13501,2023-11-27,14792,Debit Card,Delivered
909557,12200,2023-09-30,11670,UPI,Delivered
909558,14355,2024-12-02,1556,COD,Delivered
909559,13902,2023-01-21,22654,Debit Card,Delivered
909560,12271,2023-06-14,4597,COD,Delivered
909561,10230,2024-05-06,18840,Credit Card,Delivered
909562,12487,2025-06-01,13130,UPI,Delivered
909563,10150,2024-02-22,22541,COD,Delivered
909564,10910,2025-03-07,340,Debit Card,Delivered
909565,13529,2024-08-02,13675,UPI,Delivered
909566,10978,2023-09-24,13477,Net Banking,Cancelled
909567,10635,2024-12-30,3159,UPI,Cancelled
909568,14718,2023-12-04,2762,Credit Card,Delivered
909569,12191,2025-06-14,2337,UPI,Delivered
909570,14150,2025-06-03,10911,COD,Delivered
909571,14940,2024-08-30,1974,COD,Delivered
909572,13475,2023-07-07,17047,Debit Card,Delivered
909573,13781,2024-04-19,13847,Debit Card,Returned
909574,11866,2023-07-27,16459,UPI,Delivered
909575,10299,2023-03-15,2818,UPI,Delivered
909576,12740,2025-05-25,14483,UPI,Delivered
909577,13726,2024-11-04,8991,COD,Delivered
909578,13392,2024-11-03,3353,COD,Delivered
909579,14541,2024-01-29,19154,Net Banking,Cancelled
909580,10098,2024-05-04,17262,Net Banking,Delivered
909581,13198,2024-07-25,13799,Net Banking,Delivered
909582,12106,2023-01-26,24711,Debit Card,Delivered
909583,14273,2025-05-23,16199,COD,Cancelled
909584,14815,2024-06-20,15038,UPI,Returned
909585,13523,2025-02-08,15129,UPI,Delivered
909586,14419,2025-05-07,22526,Net Banking,Delivered
909587,10846,2025-05-01,1557,Debit Card,Returned
909588,14186,2024-05-29,6935,Debit Card,Delivered
909589,14227,2025-03-10,3272,Net Banking,Delivered
909590,13882,2023-09-14,5341,UPI,Delivered
909591,11053,2023-10-07,23358,Debit Card,Delivered
909592,13849,2025-03-28,20669,Credit Card,Delivered
909593,13616,2025-01-29,3288,Net Banking,Delivered
909594,13158,2024-07-09,14748,UPI,Returned
909595,12106,2023-02-02,1824,Credit Card,Delivered
909596,10994,2023-10-21,6787,COD,Delivered
909597,13097,2024-09-15,12945,UPI,Delivered
909598,10190,2023-11-04,12713,Credit Card,Delivered
909599,12124,2023-10-18,6139,COD,Delivered
909600,12419,2025-02-23,5972,Debit Card,Delivered
909601,14995,2025-04-05,681,UPI,Delivered
909602,12899,2023-10-31,2104,UPI,Delivered
909603,14602,2023-02-12,18671,Debit Card,Delivered
909604,11967,2025-03-26,5518,UPI,Delivered
909605,14279,2024-07-09,10991,Net Banking,Delivered
909606,14250,2025-03-11,2942,Credit Card,Delivered
909607,13412,2024-08-21,16707,COD,Delivered
909608,13947,2025-01-11,16076,COD,Delivered
909609,11047,2024-04-24,652,Credit Card,Delivered
909610,12574,2023-03-24,22900,Net Banking,Delivered
909611,10606,2023-07-23,13282,UPI,Delivered
909612,11367,2024-10-03,20772,Debit Card,Delivered
909613,12927,2023-05-18,1070,Debit Card,Delivered
909614,11959,2023-03-24,21437,UPI,Delivered
909615,11065,2024-11-17,22253,COD,Delivered
909616,10518,2024-10-09,14068,Credit Card,Delivered
909617,12455,2024-09-10,11373,Credit Card,Delivered
909618,14234,2023-05-31,18431,COD,Delivered
909619,13808,2024-09-12,22159,Credit Card,Delivered
909620,12590,2025-01-03,17305,COD,Delivered
909621,12273,2025-05-09,318,Net Banking,Delivered
909622,12309,2023-11-15,11067,UPI,Delivered
909623,11103,2025-04-24,3641,COD,Cancelled
909624,14793,2023-09-04,24410,Net Banking,Delivered
909625,10811,2023-02-06,13757,COD,Delivered
909626,13764,2023-09-25,12231,Net Banking,Delivered
909627,14569,2024-08-08,2202,Net Banking,Delivered
909628,10077,2023-04-25,21321,Net Banking,Cancelled
909629,12310,2023-03-22,18624,UPI,Delivered
909630,11026,2024-12-05,16219,COD,Delivered
909631,12065,2024-12-26,1506,COD,Delivered
909632,14440,2024-06-10,24521,COD,Delivered
909633,12742,2023-12-02,4380,Net Banking,Delivered
909634,14942,2023-03-25,16848,Credit Card,Delivered
909635,14000,2025-06-05,7252,Credit Card,Cancelled
909636,13229,2025-02-16,12249,COD,Delivered
909637,14270,2025-03-20,11657,Credit Card,Cancelled
909638,13559,2023-06-03,13825,Credit Card,Delivered
909639,10846,2025-03-27,17895,Credit Card,Delivered
909640,10693,2023-09-10,3459,Net Banking,Delivered
909641,14049,2024-05-16,1795,COD,Delivered
909642,11333,2024-03-23,16419,COD,Delivered
909643,13038,2023-09-30,2719,Debit Card,Delivered
909644,14333,2025-05-22,24654,Debit Card,Delivered
909645,11275,2025-04-04,12219,Credit Card,Delivered
909646,11245,2025-05-03,7984,COD,Delivered
909647,10338,2024-05-21,23888,Credit Card,Delivered
909648,13295,2023-05-12,20898,Net Banking,Delivered
909649,10337,2024-12-11,708,COD,Delivered
909650,11868,2023-11-21,17046,Net Banking,Delivered
909651,14006,2023-12-17,3740,Net Banking,Delivered
909652,10495,2023-03-24,13545,COD,Delivered
909653,14643,2025-03-28,21956,Credit Card,Delivered
909654,13887,2023-05-06,21102,Debit Card,Delivered
909655,10161,2023-08-02,17441,Credit Card,Delivered
909656,12037,2025-04-14,11857,Debit Card,Delivered
909657,11742,2024-12-27,12043,UPI,Delivered
909658,11508,2025-01-19,8191,Debit Card,Cancelled
909659,13561,2024-08-22,24329,COD,Delivered
909660,11376,2025-06-14,19435,Debit Card,Delivered
909661,11554,2024-04-06,2091,UPI,Delivered
909662,12282,2024-09-16,23806,Debit Card,Delivered
909663,11869,2023-04-15,14271,Credit Card,Delivered
909664,11602,2024-01-06,2689,Debit Card,Delivered
909665,13828,2023-03-04,22070,COD,Delivered
909666,13481,2025-01-20,8354,COD,Delivered
909667,11300,2024-04-13,24189,Net Banking,Delivered
909668,10711,2023-01-26,13062,Credit Card,Delivered
909669,14168,2024-10-01,7882,Credit Card,Delivered
909670,12047,2023-01-01,590,Debit Card,Delivered
909671,12882,2023-04-04,14050,Debit Card,Delivered
909672,11818,2025-06-01,16984,COD,Delivered
909673,12199,2024-03-27,24799,Net Banking,Delivered
909674,13333,2023-01-12,15295,UPI,Delivered
909675,11104,2024-11-08,7732,Debit Card,Delivered
909676,13178,2023-10-25,19850,Credit Card,Delivered
909677,13595,2024-02-24,10796,Debit Card,Delivered
909678,13475,2025-02-22,2046,Net Banking,Delivered
909679,14816,2024-08-01,9170,Credit Card,Cancelled
909680,12178,2023-06-16,12471,Net Banking,Delivered
909681,11195,2023-09-11,5307,Credit Card,Delivered
909682,14502,2025-05-16,10744,Debit Card,Delivered
909683,10536,2025-02-03,643,Net Banking,Delivered
909684,11070,2025-01-27,16198,COD,Delivered
909685,14370,2024-07-24,16712,Credit Card,Delivered
909686,10133,2023-10-21,11939,Net Banking,Delivered
909687,10264,2023-05-24,10644,Net Banking,Cancelled
909688,14463,2023-07-28,14969,UPI,Delivered
909689,12053,2023-08-14,23920,UPI,Delivered
909690,14947,2024-04-02,16790,Debit Card,Delivered
909691,14090,2023-10-11,22495,COD,Returned
909692,12848,2024-08-25,6083,COD,Delivered
909693,10358,2024-04-30,20044,Net Banking,Delivered
909694,14421,2023-04-21,14772,Net Banking,Delivered
909695,10751,2025-01-21,789,Net Banking,Cancelled
909696,13251,2023-12-16,20444,Credit Card,Delivered
909697,14352,2023-11-29,12654,Debit Card,Delivered
909698,12259,2023-03-21,11714,Debit Card,Delivered
909699,10911,2024-01-21,8448,UPI,Delivered
909700,13811,2024-02-08,20760,Net Banking,Delivered
909701,10584,2024-12-16,22643,Net Banking,Delivered
909702,13439,2025-01-19,9865,Credit Card,Delivered
909703,10577,2023-11-24,2995,Net Banking,Delivered
909704,12577,2023-10-21,977,Net Banking,Delivered
909705,11872,2024-05-08,15887,Debit Card,Delivered
909706,11153,2023-07-03,6111,Net Banking,Delivered
909707,14991,2023-07-31,11853,Credit Card,Delivered
909708,11784,2023-09-08,3701,Credit Card,Delivered
909709,11094,2025-01-08,15498,COD,Cancelled
909710,12100,2023-06-16,19126,COD,Delivered
909711,14533,2024-06-26,854,UPI,Cancelled
909712,12142,2025-04-27,9294,Credit Card,Delivered
909713,12134,2024-10-24,17846,Credit Card,Delivered
909714,10518,2023-06-11,17107,Debit Card,Delivered
909715,10742,2024-08-30,9768,COD,Delivered
909716,12478,2023-09-30,8907,UPI,Delivered
909717,14959,2025-05-24,11484,Debit Card,Cancelled
909718,12877,2024-06-19,14118,Debit Card,Delivered
909719,10043,2024-02-23,14981,COD,Delivered
909720,13442,2024-09-21,18689,Debit Card,Delivered
909721,10404,2024-02-11,13164,COD,Delivered
909722,11327,2024-01-27,3163,Credit Card,Delivered
909723,12217,2024-03-13,2312,Credit Card,Delivered
909724,12150,2023-03-28,10322,COD,Delivered
909725,12394,2024-02-09,4609,Net Banking,Delivered
909726,12651,2023-10-02,23265,Net Banking,Delivered
909727,14538,2024-02-19,7947,UPI,Delivered
909728,14346,2024-07-15,23699,Net Banking,Delivered
909729,10878,2023-11-23,13528,UPI,Returned
909730,11887,2023-04-22,12432,COD,Delivered
909731,11304,2025-03-02,4171,COD,Delivered
909732,11741,2023-10-29,13734,COD,Delivered
909733,11113,2023-05-16,7049,UPI,Delivered
909734,13877,2023-11-29,22695,Debit Card,Delivered
909735,11899,2023-01-03,16550,UPI,Returned
909736,10248,2023-06-11,18301,Debit Card,Delivered
909737,13261,2024-05-26,1943,Credit Card,Returned
909738,10568,2023-03-18,22382,Credit Card,Delivered
909739,13810,2023-07-04,10295,Debit Card,Cancelled
909740,11189,2025-06-04,1253,Debit Card,Delivered
909741,12596,2024-07-23,22109,Net Banking,Cancelled
909742,11354,2024-04-24,20931,Debit Card,Delivered
909743,13613,2023-06-12,23721,Debit Card,Cancelled
909744,10981,2023-01-21,17592,COD,Delivered
909745,14966,2024-07-30,22823,UPI,Cancelled
909746,10169,2024-07-31,23283,Debit Card,Delivered
909747,13165,2023-10-25,4729,COD,Delivered
909748,12672,2023-10-26,6266,Debit Card,Delivered
909749,10379,2023-10-09,11929,Net Banking,Delivered
909750,11933,2024-04-16,4834,Debit Card,Delivered
909751,10194,2024-02-14,22924,Debit Card,Delivered
909752,10264,2024-01-27,21173,COD,Delivered
909753,11472,2024-11-17,3838,Debit Card,Delivered
909754,12016,2023-06-14,6318,COD,Delivered
909755,14617,2023-03-23,10050,UPI,Delivered
909756,11301,2024-10-19,5617,COD,Delivered
909757,13201,2024-12-16,23892,UPI,Delivered
909758,13374,2023-06-13,23252,Debit Card,Delivered
909759,10574,2023-04-14,7722,UPI,Delivered
909760,11538,2023-05-10,15658,Credit Card,Delivered
909761,11384,2024-08-18,3839,Credit Card,Delivered
909762,11381,2023-04-30,3166,COD,Delivered
909763,13538,2023-09-16,4578,Net Banking,Delivered
909764,13160,2023-04-14,19230,Debit Card,Cancelled
909765,11524,2023-12-30,18801,Credit Card,Delivered
909766,14992,2024-06-29,15216,Net Banking,Delivered
909767,14613,2025-06-12,18483,COD,Delivered
909768,13933,2024-01-04,24998,UPI,Delivered
909769,13623,2025-05-27,691,Debit Card,Delivered
909770,10896,2024-11-16,3598,UPI,Cancelled
909771,13394,2023-11-22,13502,Debit Card,Delivered
909772,10465,2025-01-13,4853,Credit Card,Delivered
909773,11611,2023-07-04,14818,Net Banking,Delivered
909774,10613,2024-01-29,15886,COD,Delivered
909775,13213,2023-12-10,12532,Debit Card,Delivered
909776,10605,2024-06-13,3443,Credit Card,Cancelled
909777,10621,2024-02-21,19243,COD,Delivered
909778,12603,2023-08-19,15667,Debit Card,Delivered
909779,12184,2023-05-15,6372,Credit Card,Delivered
909780,13801,2023-02-14,17779,COD,Delivered
909781,10156,2024-09-15,6194,UPI,Delivered
909782,13354,2024-05-06,20825,Net Banking,Delivered
909783,13912,2024-08-17,4988,Net Banking,Delivered
909784,12918,2024-02-26,9264,UPI,Delivered
909785,13118,2024-07-04,4877,Net Banking,Delivered
909786,12716,2025-02-04,22212,Net Banking,Delivered
909787,14340,2023-05-25,17882,Debit Card,Delivered
909788,10450,2023-11-13,21434,Credit Card,Cancelled
909789,14850,2024-07-16,24555,UPI,Cancelled
909790,14502,2023-10-20,6090,Credit Card,Delivered
909791,13962,2024-08-01,10776,Net Banking,Delivered
909792,11070,2024-06-19,19722,Credit Card,Delivered
909793,14018,2024-09-25,23514,COD,Delivered
909794,14845,2024-04-10,9655,UPI,Delivered
909795,13592,2023-02-18,24939,UPI,Delivered
909796,12820,2024-10-22,16733,UPI,Delivered
909797,12286,2024-04-03,12802,Debit Card,Delivered
909798,12036,2024-11-27,14248,Credit Card,Delivered
909799,11191,2025-01-31,6479,Credit Card,Delivered
909800,11400,2024-02-29,18358,Debit Card,Delivered
909801,13741,2024-10-18,1891,UPI,Delivered
909802,12249,2025-01-24,4644,Debit Card,Delivered
909803,12794,2025-05-26,17417,Debit Card,Delivered
909804,10724,2025-05-19,6256,Net Banking,Delivered
909805,11442,2024-10-22,19536,UPI,Delivered
909806,14821,2023-03-09,17151,COD,Delivered
909807,10087,2024-05-23,19492,Net Banking,Delivered
909808,14150,2025-01-05,24245,UPI,Delivered
909809,11752,2023-07-29,5859,UPI,Delivered
909810,13421,2024-12-04,3073,UPI,Delivered
909811,14838,2023-10-27,3157,Credit Card,Delivered
909812,12484,2023-05-04,19913,UPI,Delivered
909813,13213,2025-03-06,3465,UPI,Delivered
909814,13923,2023-10-19,22593,COD,Delivered
909815,12490,2024-02-25,1809,UPI,Delivered
909816,11487,2025-06-13,12561,Debit Card,Delivered
909817,13528,2025-03-22,20194,UPI,Delivered
909818,10073,2023-02-19,16849,UPI,Delivered
909819,10725,2025-05-30,13667,UPI,Returned
909820,13755,2023-07-02,3826,Credit Card,Delivered
909821,12996,2023-09-04,11933,Net Banking,Delivered
909822,14366,2023-03-29,4303,Credit Card,Delivered
909823,10219,2024-10-11,22198,COD,Delivered
909824,10547,2024-07-03,1714,COD,Delivered
909825,13730,2024-07-14,9867,Debit Card,Delivered
909826,11969,2023-03-13,19837,Debit Card,Delivered
909827,14517,2025-02-08,11551,COD,Delivered
909828,11260,2024-07-09,6989,Net Banking,Delivered
909829,12934,2023-10-18,8554,Net Banking,Delivered
909830,12510,2024-05-18,3049,COD,Delivered
909831,14009,2024-09-19,20658,UPI,Returned
909832,14073,2024-10-22,13142,Credit Card,Delivered
909833,14681,2023-11-09,4157,Credit Card,Delivered
909834,11563,2025-05-08,10687,UPI,Delivered
909835,12086,2025-03-01,10034,Net Banking,Delivered
909836,11790,2023-10-15,4703,Credit Card,Delivered
909837,13670,2024-12-30,7972,Credit Card,Returned
909838,12482,2024-05-22,18512,Debit Card,Delivered
909839,13431,2023-03-12,24973,Net Banking,Delivered
909840,10205,2023-06-10,9817,COD,Delivered
909841,10742,2025-02-23,8338,COD,Delivered
909842,12889,2023-05-07,3755,UPI,Delivered
909843,13495,2024-03-31,11667,Credit Card,Delivered
909844,14264,2024-11-12,14370,COD,Delivered
909845,14738,2024-06-12,24187,UPI,Delivered
909846,11106,2023-10-31,19321,Debit Card,Delivered
909847,11824,2024-05-04,2324,Net Banking,Delivered
909848,12648,2023-08-27,21835,Credit Card,Delivered
909849,14198,2023-06-25,3281,Credit Card,Delivered
909850,10089,2023-07-29,1605,UPI,Delivered
909851,13382,2024-07-22,3401,Credit Card,Cancelled
909852,14704,2023-12-25,7314,Net Banking,Delivered
909853,13512,2023-07-08,15691,COD,Delivered
909854,12207,2024-05-23,23523,UPI,Delivered
909855,13186,2024-07-09,5984,Net Banking,Delivered
909856,14382,2024-09-25,4274,Credit Card,Delivered
909857,10865,2025-03-31,7415,COD,Cancelled
909858,10055,2023-02-02,3266,Net Banking,Delivered
909859,14672,2024-05-15,11388,COD,Cancelled
909860,12081,2023-11-08,21727,COD,Delivered
909861,10558,2024-06-23,3520,UPI,Delivered
909862,14827,2023-05-31,17783,Credit Card,Delivered
909863,10993,2024-07-28,5377,Debit Card,Delivered
909864,14897,2024-06-02,20336,Debit Card,Cancelled
909865,14292,2023-04-21,15376,Debit Card,Delivered
909866,10448,2024-10-03,4944,Net Banking,Delivered
909867,11822,2023-05-12,10162,Debit Card,Delivered
909868,13820,2024-06-03,6504,Credit Card,Delivered
909869,12973,2025-06-12,3502,Debit Card,Delivered
909870,10092,2023-11-01,9004,COD,Delivered
909871,10608,2023-01-29,21681,COD,Delivered
909872,11252,2025-04-29,23207,COD,Delivered
909873,10286,2025-04-02,2162,Debit Card,Returned
909874,12922,2023-12-17,23174,Credit Card,Delivered
909875,13307,2024-06-01,24293,Credit Card,Delivered
909876,10102,2024-05-06,20642,Debit Card,Delivered
